,word,frequency,start_date,end_date
538,Customs Union,1,2020-01-21,2020-01-29
539,Practice,1,2020-01-21,2020-01-29
540,Bit,1,2020-01-21,2020-01-29
541,BrexitFascist,1,2020-01-21,2020-01-29
542,Brexit BorisJohnson BrexitDay,1,2020-01-21,2020-01-29
543,GroomingGangs,1,2020-01-21,2020-01-29
544,Cheers Huawei,1,2020-01-21,2020-01-29
545,Huawei Technologies Co,1,2020-01-21,2020-01-29
546,httpstco4l9Z5E6TSy,1,2020-01-21,2020-01-29
547,Bolsonaro India Modhi,1,2020-01-21,2020-01-29
548,the House of Lords Time,1,2020-01-21,2020-01-29
549,James Nesbit LOL,1,2020-01-21,2020-01-29
550,CNN,1,2020-01-21,2020-01-29
551,Contractors,1,2020-01-21,2020-01-29
552,Cult,1,2020-01-21,2020-01-29
553,NHS,1,2020-01-21,2020-01-29
554,the Brussels,1,2020-01-21,2020-01-29
555,Iceland Comedy,1,2020-01-21,2020-01-29
556,Realistically,1,2020-01-21,2020-01-29
557,NV Ayala,1,2020-01-21,2020-01-29
558,01012021 BREXIT,1,2020-01-21,2020-01-29
559,MSNBC,1,2020-01-21,2020-01-29
560,Huawei BorisJohnson,1,2020-01-21,2020-01-29
561,EC,1,2020-01-21,2020-01-29
562,Liar,1,2020-01-21,2020-01-29
563,Downing Street,1,2020-01-21,2020-01-29
564,the Third Reich,1,2020-01-21,2020-01-29
565,FoxNews BorisJohnson httpstco15oMEAAK0I,1,2020-01-21,2020-01-29
566,Dominic Cummings EU,1,2020-01-21,2020-01-29
567,DEATH,1,2020-01-21,2020-01-29
568,Latest News,1,2020-01-21,2020-01-29
569,European Parliament,1,2020-01-21,2020-01-29
570,Ihmotep,1,2020-01-21,2020-01-29
571,the Single Market and Customs Union,1,2020-01-21,2020-01-29
572,Brave Heart Enigma,1,2020-01-21,2020-01-29
573,BBC 2,1,2020-01-21,2020-01-29
574,RussianReport,1,2020-01-21,2020-01-29
575,Super Canada FTA,1,2020-01-21,2020-01-29
576,Valid Travel Insurance,1,2020-01-21,2020-01-29
577,the Eu ReleaseTheRussiaReport LiarJohnson,1,2020-01-21,2020-01-29
578,El Reino Unido,1,2020-01-21,2020-01-29
579,BrexitJohnson NotMyPM,1,2020-01-21,2020-01-29
580,the Conservative party,1,2020-01-21,2020-01-29
581,Maggies Govt,1,2020-01-21,2020-01-29
582,Muppet Has,1,2020-01-21,2020-01-29
583,Dominic Raab,1,2020-01-21,2020-01-29
584,GTTO,1,2020-01-21,2020-01-29
585,Going,1,2020-01-21,2020-01-29
586,Army,1,2020-01-21,2020-01-29
587,BorisJohnson ReleaseTheRussiaReport,1,2020-01-21,2020-01-29
588,YouTubes,1,2020-01-21,2020-01-29
589,CommieBoris,1,2020-01-21,2020-01-29
590,National Intelligence,1,2020-01-21,2020-01-29
591,GE,1,2020-01-21,2020-01-29
592,EXCHANGE RATE SCREWED,1,2020-01-21,2020-01-29
593,Britain PeaceProsperityAndFriendshipWithAllNations,1,2020-01-21,2020-01-29
594,NSC,1,2020-01-21,2020-01-29
595,Eu,1,2020-01-21,2020-01-29
596,HURRY,1,2020-01-21,2020-01-29
597,England Scotland Wales,1,2020-01-21,2020-01-29
598,NSA,1,2020-01-21,2020-01-29
599,NotMyPM,1,2020-01-21,2020-01-29
600,LITTLE ENGLANDERS FELL FOR THE LIES,1,2020-01-21,2020-01-29
601,Dominic Cummings,1,2020-01-21,2020-01-29
602,BorisJohnson NigelFarage DominicCummings,1,2020-01-21,2020-01-29
603,BSE,1,2020-01-21,2020-01-29
604,Paris Apr,1,2020-01-21,2020-01-29
605,Cornwalls,1,2020-01-21,2020-01-29
606,Her Majesty Government,1,2020-01-21,2020-01-29
607,EEC,1,2020-01-21,2020-01-29
608,Disgusting Lets,1,2020-01-21,2020-01-29
609,a Public Enquiry,1,2020-01-21,2020-01-29
610,the French Police,1,2020-01-21,2020-01-29
611,UK Farrage,1,2020-01-21,2020-01-29
612,httpstcoYkrYkz7aqm httpstcoqK534fahx8 62 Were,1,2020-01-21,2020-01-29
613,DrainTheSwamp Fun,1,2020-01-21,2020-01-29
614,BritishCitizen,1,2020-01-21,2020-01-29
615,Ill,1,2020-01-21,2020-01-29
616,Inchallah Mother,1,2020-01-21,2020-01-29
617,EUimmigrants Leavers,1,2020-01-21,2020-01-29
618,Uyghur,1,2020-01-21,2020-01-29
619,Penny,1,2020-01-21,2020-01-29
620,EtduxdeMacometimundi,1,2020-01-21,2020-01-29
621,the Daily Mail,1,2020-01-21,2020-01-29
622,KGB,1,2020-01-21,2020-01-29
623,Remainers,1,2020-01-21,2020-01-29
624,NIF,1,2020-01-21,2020-01-29
625,GALATIC,1,2020-01-21,2020-01-29
626,British Telecom,1,2020-01-21,2020-01-29
627,G Network,1,2020-01-21,2020-01-29
628,ROYAL,1,2020-01-21,2020-01-29
629,Blue Peter,1,2020-01-21,2020-01-29
630,BLUE,1,2020-01-21,2020-01-29
631,EU FTA,1,2020-01-21,2020-01-29
632,HarryDunn,1,2020-01-21,2020-01-29
633,ISC,1,2020-01-21,2020-01-29
634,the Punctuation Police,1,2020-01-21,2020-01-29
635,Brexiters httpstcot8CuPy4kTz,1,2020-01-21,2020-01-29
636,the EU Wales,1,2020-01-21,2020-01-29
637,GCHQ,1,2020-01-21,2020-01-29
638,the University of Calabria The Scottish National Partys,1,2020-01-21,2020-01-29
639,Chinas,2,2020-02-11,2020-02-19
640,CDC,1,2020-02-11,2020-02-19
641,CoronaVirus,1,2020-02-11,2020-02-19
642,the International Health Service NHS,1,2020-02-11,2020-02-19
643,Medidas de China,1,2020-02-11,2020-02-19
644,Covid19,1,2020-02-11,2020-02-19
645,BorisJohnson Brexit,1,2020-02-11,2020-02-19
646,the UN Security Council,1,2020-02-11,2020-02-19
647,Time,1,2020-02-11,2020-02-19
648,EU,1,2020-02-11,2020-02-19
649,Convenient Store,1,2020-02-11,2020-02-19
650,Brexit Fears Jobs Data,1,2020-02-11,2020-02-19
651,GOP,10,2020-02-21,2020-02-29
652,BorisJohnson,5,2020-02-21,2020-02-29
653,Sky News,4,2020-02-21,2020-02-29
654,Covid19,3,2020-02-21,2020-02-29
655,NOW,3,2020-02-21,2020-02-29
656,CoronaVirusUpdates,3,2020-02-21,2020-02-29
657,NHS,3,2020-02-21,2020-02-29
658,WHO,3,2020-02-21,2020-02-29
659,Coronavirus,2,2020-02-21,2020-02-29
660,httpstcoO8QZxmWijj,2,2020-02-21,2020-02-29
661,BrexitCleansing,1,2020-02-21,2020-02-29
662,Carries,1,2020-02-21,2020-02-29
663,NCYT,1,2020-02-21,2020-02-29
664,North Wales Police,1,2020-02-21,2020-02-29
665,Rugby,1,2020-02-21,2020-02-29
666,Govt,1,2020-02-21,2020-02-29
667,ItalyDo,1,2020-02-21,2020-02-29
668,House,1,2020-02-21,2020-02-29
669,Noteworthy The World Health Organization Iran,1,2020-02-21,2020-02-29
670,Nodeal,1,2020-02-21,2020-02-29
671,No10,1,2020-02-21,2020-02-29
672,httpstcoWRk1odTGnb,1,2020-02-21,2020-02-29
673,Guardian,1,2020-02-21,2020-02-29
674,YOUR GOING TO HAVE TO BREAK,1,2020-02-21,2020-02-29
675,The World Health Organization,1,2020-02-21,2020-02-29
676,httpstcoNdVv3C4yU7 Fucking,1,2020-02-21,2020-02-29
677,Coupled,1,2020-02-21,2020-02-29
678,Problem WHO OMS,1,2020-02-21,2020-02-29
679,CORONAVIRUS,1,2020-02-21,2020-02-29
680,WAT,1,2020-02-21,2020-02-29
681,Prob,1,2020-02-21,2020-02-29
682,MichaelGove,1,2020-02-21,2020-02-29
683,UK International Trade Risk httpstcoQ0gxswxTLz,1,2020-02-21,2020-02-29
684,ClimateEmergency,1,2020-02-21,2020-02-29
685,CoronavirusOutbreak Market Recap,1,2020-02-21,2020-02-29
686,Tedros Adhanom Ghebreyesus,1,2020-02-21,2020-02-29
687,NOW NO MORE EXCUSES,1,2020-02-21,2020-02-29
688,THE FUCKING FLU,1,2020-02-21,2020-02-29
689,Anger,1,2020-02-21,2020-02-29
690,WheresBoris,1,2020-02-21,2020-02-29
691,WTO,1,2020-02-21,2020-02-29
692,DiamondPrincess Port of Registry,1,2020-02-21,2020-02-29
693,COUGH,1,2020-02-21,2020-02-29
694,Radio 4,1,2020-02-21,2020-02-29
695,Bristol,1,2020-02-21,2020-02-29
696,Wales Police,1,2020-02-21,2020-02-29
697,CoronavirusOutbreak,1,2020-02-21,2020-02-29
698,Carnival Corporation,1,2020-02-21,2020-02-29
699,Cabinet,1,2020-02-21,2020-02-29
700,Eton Mess,1,2020-02-21,2020-02-29
701,Cmon,1,2020-02-21,2020-02-29
702,Credit,1,2020-02-21,2020-02-29
703,SM,1,2020-02-21,2020-02-29
704,Trump Modi,1,2020-02-21,2020-02-29
705,Thinking of Nazanine Ratcliffe Z,1,2020-02-21,2020-02-29
706,ICU,1,2020-02-21,2020-02-29
707,SUBITO,1,2020-02-21,2020-02-29
708,Covid19 Daily,1,2020-02-21,2020-02-29
709,BJ,1,2020-02-21,2020-02-29
710,Adult Social Care,1,2020-02-21,2020-02-29
711,The World,1,2020-02-21,2020-02-29
712,Northamptonshire,1,2020-02-21,2020-02-29
713,CCP China Think,1,2020-02-21,2020-02-29
714,httpstcocQ7zgK1v4v Pretty,1,2020-02-21,2020-02-29
715,BrexitBoris,1,2020-02-21,2020-02-29
716,the BorisJohnson Brexit,1,2020-02-21,2020-02-29
717,Federturismo,1,2020-02-21,2020-02-29
718,PPE,1,2020-02-21,2020-02-29
719,WOW,1,2020-02-21,2020-02-29
720,Heres,1,2020-02-21,2020-02-29
721,Scotland Six Nations COVID2019,1,2020-02-21,2020-02-29
722,EU,28,2020-03-01,2020-03-09
723,BorisJohnson,25,2020-03-01,2020-03-09
724,Covid19,19,2020-03-01,2020-03-09
725,NHS,16,2020-03-01,2020-03-09
726,Coronavirus,8,2020-03-01,2020-03-09
727,WHO,5,2020-03-01,2020-03-09
728,CoronavirusOutbreak,5,2020-03-01,2020-03-09
729,Kettering,5,2020-03-01,2020-03-09
730,BrexitKolumne Affentheater,4,2020-03-01,2020-03-09
731,BBC,4,2020-03-01,2020-03-09
732,BorisJohnson Covid19,3,2020-03-01,2020-03-09
733,CoronaOutbreak,3,2020-03-01,2020-03-09
734,Boris Johnsons,3,2020-03-01,2020-03-09
735,Parliament,3,2020-03-01,2020-03-09
736,Kettering Hospital,3,2020-03-01,2020-03-09
737,CORONAVIRUS,2,2020-03-01,2020-03-09
738,SkyNews,2,2020-03-01,2020-03-09
739,Chinas Covid19,2,2020-03-01,2020-03-09
740,FreeNazanin,2,2020-03-01,2020-03-09
741,ToriesLie,2,2020-03-01,2020-03-09
742,the British Army,2,2020-03-01,2020-03-09
743,WOW,2,2020-03-01,2020-03-09
744,the Royal Free Hospital,2,2020-03-01,2020-03-09
745,Governments,2,2020-03-01,2020-03-09
746,RussiaReport,2,2020-03-01,2020-03-09
747,PremierLeague,2,2020-03-01,2020-03-09
748,Govt,2,2020-03-01,2020-03-09
749,SNP,2,2020-03-01,2020-03-09
750,BIT,2,2020-03-01,2020-03-09
751,Health,2,2020-03-01,2020-03-09
752,CVNT,2,2020-03-01,2020-03-09
753,UniversalCredit,2,2020-03-01,2020-03-09
754,PritiPatel,2,2020-03-01,2020-03-09
755,Time,2,2020-03-01,2020-03-09
756,BBC BBCPolitics,1,2020-03-01,2020-03-09
757,CoronaVirusUpdate,1,2020-03-01,2020-03-09
758,Coronavirus Covid19 Corona BTW Congratulations,1,2020-03-01,2020-03-09
759,Delete,1,2020-03-01,2020-03-09
760,Media,1,2020-03-01,2020-03-09
761,APD,1,2020-03-01,2020-03-09
762,The British Boris,1,2020-03-01,2020-03-09
763,Taliban,1,2020-03-01,2020-03-09
764,Diarrhoea,1,2020-03-01,2020-03-09
765,WTO,1,2020-03-01,2020-03-09
766,Videos Policymakers,1,2020-03-01,2020-03-09
767,AndreaLeadsom,1,2020-03-01,2020-03-09
768,CE,1,2020-03-01,2020-03-09
769,JM KayBurley,1,2020-03-01,2020-03-09
770,ToriesLie BorisJohnson,1,2020-03-01,2020-03-09
771,httpstcoEI8eAqQtWc,1,2020-03-01,2020-03-09
772,Coronovirius,1,2020-03-01,2020-03-09
773,NotMyPM,1,2020-03-01,2020-03-09
774,Britain Please,1,2020-03-01,2020-03-09
775,CBCCanada CBSNewYork,1,2020-03-01,2020-03-09
776,Eurocrats,1,2020-03-01,2020-03-09
777,Flatten,1,2020-03-01,2020-03-09
778,Covid19 Isolate,1,2020-03-01,2020-03-09
779,EUCommission BorisJohnson Italia,1,2020-03-01,2020-03-09
780,DEADLIER Flu,1,2020-03-01,2020-03-09
781,CoronaOutbreak Workers,1,2020-03-01,2020-03-09
782,ToriesFault ToriesOut,1,2020-03-01,2020-03-09
783,Workers,1,2020-03-01,2020-03-09
784,Budget,1,2020-03-01,2020-03-09
785,the Major Of London,1,2020-03-01,2020-03-09
786,Coronovirius COVID,1,2020-03-01,2020-03-09
787,Italy httpstcomcYuFy1lET Tell,1,2020-03-01,2020-03-09
788,BorisJohnson PritiPatel Covid19,1,2020-03-01,2020-03-09
789,BreakingNews,1,2020-03-01,2020-03-09
790,Insular Fascist Imperial Shweinhundts,1,2020-03-01,2020-03-09
791,the National Lottery,1,2020-03-01,2020-03-09
792,CheltenhamFestival,1,2020-03-01,2020-03-09
793,CCP China Sars Mers,1,2020-03-01,2020-03-09
794,Dear Please,1,2020-03-01,2020-03-09
795,GB GreatBritain UNITEDKINGDOM,1,2020-03-01,2020-03-09
796,MOLIS,1,2020-03-01,2020-03-09
797,httpstco5eaySCDNSZ,1,2020-03-01,2020-03-09
798,BORDER,1,2020-03-01,2020-03-09
799,CDC,1,2020-03-01,2020-03-09
800,Carlisle,1,2020-03-01,2020-03-09
801,CoronaOutbreak Terwijl de EUAmbtenaren al,1,2020-03-01,2020-03-09
802,CHELIV,1,2020-03-01,2020-03-09
803,LIE,1,2020-03-01,2020-03-09
804,BorisJohnson Brexit COVID,1,2020-03-01,2020-03-09
805,Schulschlieungen,1,2020-03-01,2020-03-09
806,Corbyn,1,2020-03-01,2020-03-09
807,Lysol,1,2020-03-01,2020-03-09
808,BorisJohnson CarrieSymonds,1,2020-03-01,2020-03-09
809,FDA,1,2020-03-01,2020-03-09
810,UN Hard,1,2020-03-01,2020-03-09
811,MSM,1,2020-03-01,2020-03-09
812,Crufts,1,2020-03-01,2020-03-09
813,Unsure,1,2020-03-01,2020-03-09
814,NCYT,1,2020-03-01,2020-03-09
815,Viral Ordinary,1,2020-03-01,2020-03-09
816,CGM,1,2020-03-01,2020-03-09
817,HospitalsQuarantine,1,2020-03-01,2020-03-09
818,Coronavirus Absolutely,1,2020-03-01,2020-03-09
819,BorisJohnson PritiAwful Borisbaby COVID ShittyPatel,1,2020-03-01,2020-03-09
820,Grim,1,2020-03-01,2020-03-09
821,COVID httpstcofMLAqWwv5L Added,1,2020-03-01,2020-03-09
822,Uranium,1,2020-03-01,2020-03-09
823,Reuters,1,2020-03-01,2020-03-09
824,the LibDems Ed Davey,1,2020-03-01,2020-03-09
825,Chinaampwhats,1,2020-03-01,2020-03-09
826,Hedge Fund Backers,1,2020-03-01,2020-03-09
827,British Airways,1,2020-03-01,2020-03-09
828,Morrisons Liberal,1,2020-03-01,2020-03-09
829,Dear Daily Boris,1,2020-03-01,2020-03-09
830,a Number 10 Downing Street,1,2020-03-01,2020-03-09
831,Independent Coronavirus BreakingNews,1,2020-03-01,2020-03-09
832,WTF REALLY httpstcoBJeDP02AXS,1,2020-03-01,2020-03-09
833,TORIES TELL UNPAID WORKERS,1,2020-03-01,2020-03-09
834,Canadian Teachers Pension,1,2020-03-01,2020-03-09
835,DualNationals,1,2020-03-01,2020-03-09
836,ICU,1,2020-03-01,2020-03-09
837,Newspaper,1,2020-03-01,2020-03-09
838,the Daily Mail,1,2020-03-01,2020-03-09
839,Rang 111,1,2020-03-01,2020-03-09
840,U,1,2020-03-01,2020-03-09
841,Norton,1,2020-03-01,2020-03-09
842,Trump,1,2020-03-01,2020-03-09
843,BorisJohnson httpstcoBr5Kw5t0DN,1,2020-03-01,2020-03-09
844,FDA EUA,1,2020-03-01,2020-03-09
845,the European Union,1,2020-03-01,2020-03-09
846,Blue Passports,1,2020-03-01,2020-03-09
847,Syd Little,1,2020-03-01,2020-03-09
848,BorisJohnson UKPolitics,1,2020-03-01,2020-03-09
849,CoronaOutbreak Covid19,1,2020-03-01,2020-03-09
850,TrumpJohnson,1,2020-03-01,2020-03-09
851,World,1,2020-03-01,2020-03-09
852,Veranstaltungsabsagen,1,2020-03-01,2020-03-09
853,Austerity Stock Market,1,2020-03-01,2020-03-09
854,the World Health Organization WHO They,1,2020-03-01,2020-03-09
855,RishiSunak,1,2020-03-01,2020-03-09
856,No10,1,2020-03-01,2020-03-09
857,Southeastern,1,2020-03-01,2020-03-09
858,Capitol Hill,1,2020-03-01,2020-03-09
859,NATIONAL NEWS Coronavirus,1,2020-03-01,2020-03-09
860,lt170,1,2020-03-01,2020-03-09
861,Uve,1,2020-03-01,2020-03-09
862,British Farmers,1,2020-03-01,2020-03-09
863,EASA,1,2020-03-01,2020-03-09
864,Coronvirus COVID,1,2020-03-01,2020-03-09
865,Communications,1,2020-03-01,2020-03-09
866,Postal,1,2020-03-01,2020-03-09
867,BoycottSchools,1,2020-03-01,2020-03-09
868,Numbers,1,2020-03-01,2020-03-09
869,a New World Order,1,2020-03-01,2020-03-09
870,Sky News,1,2020-03-01,2020-03-09
871,BioWeapon,1,2020-03-01,2020-03-09
872,TOILET,1,2020-03-01,2020-03-09
873,Kremlin,1,2020-03-01,2020-03-09
874,Plne zur Bekmpfung des Coronavirus,1,2020-03-01,2020-03-09
875,RoyaumeUni,1,2020-03-01,2020-03-09
876,Kettering General Hospital,1,2020-03-01,2020-03-09
877,INDEFENSIBLE,1,2020-03-01,2020-03-09
878,British Army,1,2020-03-01,2020-03-09
879,Sacked,1,2020-03-01,2020-03-09
880,Nicola,1,2020-03-01,2020-03-09
881,IranYou,1,2020-03-01,2020-03-09
882,Immoral Covid19 Acting,1,2020-03-01,2020-03-09
883,Borisbaby Coronavirusireland BorisJohnson COVID Pigeon,1,2020-03-01,2020-03-09
884,Scotlands,1,2020-03-01,2020-03-09
885,International Trade,1,2020-03-01,2020-03-09
886,National Anthem,1,2020-03-01,2020-03-09
887,AtishooAtishoo,1,2020-03-01,2020-03-09
888,VoteBlueNoMatterWho National Service for Health Majority,1,2020-03-01,2020-03-09
889,Asia Africa Johns Hopkins Experts,1,2020-03-01,2020-03-09
890,CoronaVirus,1,2020-03-01,2020-03-09
891,Matt Hancock Health Secretarys,1,2020-03-01,2020-03-09
892,Stupid,1,2020-03-01,2020-03-09
893,DowJones,1,2020-03-01,2020-03-09
894,NotMyPM Boris Johnsons,1,2020-03-01,2020-03-09
895,REVENUE,1,2020-03-01,2020-03-09
896,CoronaAlert,1,2020-03-01,2020-03-09
897,Airborne,1,2020-03-01,2020-03-09
898,Stop Channel Tunnel,1,2020-03-01,2020-03-09
899,the Civil Contingencies Act 2004,1,2020-03-01,2020-03-09
900,the National Anthem,1,2020-03-01,2020-03-09
901,Public Health England,1,2020-03-01,2020-03-09
902,the Bank of England,1,2020-03-01,2020-03-09
903,BorisJohnson DonaldTrump,1,2020-03-01,2020-03-09
904,REVENUEFACT,1,2020-03-01,2020-03-09
905,NYT,1,2020-03-01,2020-03-09
906,the American Government of Dwight Eisenhower,1,2020-03-01,2020-03-09
907,WHO Airborne,1,2020-03-01,2020-03-09
908,GlobalNews,1,2020-03-01,2020-03-09
909,MAGA,1,2020-03-01,2020-03-09
910,Floods Covid19 Food banks Poverty Homelessness Climate Emergency Failing,1,2020-03-01,2020-03-09
911,NATIONAL NEWS,1,2020-03-01,2020-03-09
912,INTRIGUE,1,2020-03-01,2020-03-09
913,the Met Police,1,2020-03-01,2020-03-09
914,Royal Free Hospital Everyone,1,2020-03-01,2020-03-09
915,Houses,1,2020-03-01,2020-03-09
916,Eton,1,2020-03-01,2020-03-09
917,Boris Kettering Hospital,1,2020-03-01,2020-03-09
918,Friend,1,2020-03-01,2020-03-09
919,Coronavirus Health,1,2020-03-01,2020-03-09
920,httpstcod4eevf8Yfx rWorldNews,1,2020-03-01,2020-03-09
921,Vitamin C,1,2020-03-01,2020-03-09
922,Banning,1,2020-03-01,2020-03-09
923,EG,1,2020-03-01,2020-03-09
924,ESA,1,2020-03-01,2020-03-09
925,Heath Sec Matt Hancock,1,2020-03-01,2020-03-09
926,Sky News httpstcoP78ZG4nRsr,1,2020-03-01,2020-03-09
927,CAA,1,2020-03-01,2020-03-09
928,httpstcoq0DPnEEc8S,1,2020-03-01,2020-03-09
929,CDC Weekly,1,2020-03-01,2020-03-09
930,Cause,1,2020-03-01,2020-03-09
931,NicolaSturgeon,1,2020-03-01,2020-03-09
932,Marr MarrShow StopBoris PritiPatel,1,2020-03-01,2020-03-09
933,Arrow Park Hospital,1,2020-03-01,2020-03-09
934,UK Air,1,2020-03-01,2020-03-09
935,Britons,1,2020-03-01,2020-03-09
936,CoronavirusOutbreak SriLanka India,1,2020-03-01,2020-03-09
937,Lancet,1,2020-03-01,2020-03-09
938,Chaos at Home Office,1,2020-03-01,2020-03-09
939,NHS,51,2020-03-11,2020-03-19
940,BorisJohnson,19,2020-03-11,2020-03-19
941,PPE,17,2020-03-11,2020-03-19
942,Covid19,16,2020-03-11,2020-03-19
943,EU,10,2020-03-11,2020-03-19
944,WHO,8,2020-03-11,2020-03-19
945,CoronavirusOutbreak,7,2020-03-11,2020-03-19
946,Govt,4,2020-03-11,2020-03-19
947,al Covid19,4,2020-03-11,2020-03-19
948,LOWQUALITY,4,2020-03-11,2020-03-19
949,Coronavirus,4,2020-03-11,2020-03-19
950,ICU,4,2020-03-11,2020-03-19
951,BBC,3,2020-03-11,2020-03-19
952,Parliament,3,2020-03-11,2020-03-19
953,QuarantineLife,3,2020-03-11,2020-03-19
954,Asda,2,2020-03-11,2020-03-19
955,London Gwenael Pilorget,2,2020-03-11,2020-03-19
956,NOW,2,2020-03-11,2020-03-19
957,EHCP,2,2020-03-11,2020-03-19
958,upJesus,2,2020-03-11,2020-03-19
959,CoronaOutbreak,2,2020-03-11,2020-03-19
960,BorisJohnson the Croc httpstcosI4p6e7mw4 CoronaVirusChallenge Covid19,2,2020-03-11,2020-03-19
961,Care Workers Sign the,2,2020-03-11,2020-03-19
962,Brexiters,2,2020-03-11,2020-03-19
963,Imperial College,2,2020-03-11,2020-03-19
964,Imperial College de Londres,2,2020-03-11,2020-03-19
965,the Imperial College,2,2020-03-11,2020-03-19
966,CORONAVIRUS,2,2020-03-11,2020-03-19
967,Petition,2,2020-03-11,2020-03-19
968,Test Test Test,2,2020-03-11,2020-03-19
969,Guardian,2,2020-03-11,2020-03-19
970,Teachers,2,2020-03-11,2020-03-19
971,Sun,2,2020-03-11,2020-03-19
972,Time,2,2020-03-11,2020-03-19
973,Nick,1,2020-03-11,2020-03-19
974,SSP MMJPMQlive,1,2020-03-11,2020-03-19
975,Covid19 Test,1,2020-03-11,2020-03-19
976,The World Health Organization WHO,1,2020-03-11,2020-03-19
977,Brummie Thiscarnage,1,2020-03-11,2020-03-19
978,ChinaVirus,1,2020-03-11,2020-03-19
979,ANTEL,1,2020-03-11,2020-03-19
980,Un,1,2020-03-11,2020-03-19
981,Canada Covid19,1,2020-03-11,2020-03-19
982,Sunak,1,2020-03-11,2020-03-19
983,ContaminatedBlood,1,2020-03-11,2020-03-19
984,Jeremy Corbyn Thing,1,2020-03-11,2020-03-19
985,Covid19 httpstcoazOIV7HpGq,1,2020-03-11,2020-03-19
986,GE,1,2020-03-11,2020-03-19
987,Cova Insurance Plc,1,2020-03-11,2020-03-19
988,Patanjali Amazon,1,2020-03-11,2020-03-19
989,El Estado,1,2020-03-11,2020-03-19
990,al Regne Unit,1,2020-03-11,2020-03-19
991,Mortgage,1,2020-03-11,2020-03-19
992,CrimesAgainstSociety,1,2020-03-11,2020-03-19
993,Berater Cummings,1,2020-03-11,2020-03-19
994,COVID Bonus,1,2020-03-11,2020-03-19
995,Imperial,1,2020-03-11,2020-03-19
996,MORAL,1,2020-03-11,2020-03-19
997,BSL BorisJohnson Cuba,1,2020-03-11,2020-03-19
998,WeareOne Covid19,1,2020-03-11,2020-03-19
999,Bastards,1,2020-03-11,2020-03-19
1000,COVID Compare,1,2020-03-11,2020-03-19
1001,The National Institute of Allergy,1,2020-03-11,2020-03-19
1002,Blitz,1,2020-03-11,2020-03-19
1003,BorisJohnson RishiSunak Cummings,1,2020-03-11,2020-03-19
1004,BowelColon Cancer Test Kits,1,2020-03-11,2020-03-19
1005,Saliva Spittle,1,2020-03-11,2020-03-19
1006,URGENT Doctors,1,2020-03-11,2020-03-19
1007,NHSE,1,2020-03-11,2020-03-19
1008,Literacy,1,2020-03-11,2020-03-19
1009,Catching,1,2020-03-11,2020-03-19
1010,Coronavius,1,2020-03-11,2020-03-19
1011,Wiltshire Farm Foods,1,2020-03-11,2020-03-19
1012,UM MILHO,1,2020-03-11,2020-03-19
1013,Uganda State of,1,2020-03-11,2020-03-19
1014,Fair,1,2020-03-11,2020-03-19
1015,Irlanda,1,2020-03-11,2020-03-19
1016,Churchill Ditch Cummings,1,2020-03-11,2020-03-19
1017,Como Torra Urkullu,1,2020-03-11,2020-03-19
1018,Tomorrows FrontPage,1,2020-03-11,2020-03-19
1019,Press Conference,1,2020-03-11,2020-03-19
1020,Media,1,2020-03-11,2020-03-19
1021,Coronavirus Schools,1,2020-03-11,2020-03-19
1022,Herd,1,2020-03-11,2020-03-19
1023,Iranians Things,1,2020-03-11,2020-03-19
1024,RT COVID2019,1,2020-03-11,2020-03-19
1025,TESTVIRUSNOW,1,2020-03-11,2020-03-19
1026,Corbyn,1,2020-03-11,2020-03-19
1027,StPatricksDay Canada,1,2020-03-11,2020-03-19
1028,Spoke,1,2020-03-11,2020-03-19
1029,MSM,1,2020-03-11,2020-03-19
1030,XiJinping,1,2020-03-11,2020-03-19
1031,Ventilators,1,2020-03-11,2020-03-19
1032,Anything,1,2020-03-11,2020-03-19
1033,FreeNazanin,1,2020-03-11,2020-03-19
1034,Healthcare Demand,1,2020-03-11,2020-03-19
1035,COVID2019 USA,1,2020-03-11,2020-03-19
1036,Motgage Holidays,1,2020-03-11,2020-03-19
1037,Tedros Adhanom Ghebreyesus,1,2020-03-11,2020-03-19
1038,Forget,1,2020-03-11,2020-03-19
1039,the Killer Disease,1,2020-03-11,2020-03-19
